CC,vocabulary,length,difficulty,effort,time,mi_index,LOC,loops,comparisons,variables,string_literals,numeric_literals,math_operations,Maxnested_blocks,unique_words,false,none,true,and,as,assert,async,await,break,class,continue,def,del,elif,else,except,finally,for,from,global,if,import,in,is,lambda,nonlocal,not,or,pass,print,raise,return,try,while,with,yield,accuracy
3,10,15,5.0,249.1446071165522,13.841367062030677,88.86749053541729,14,1,1,3,0,7,5,2,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
3,3,3,0.5,2.3774437510817346,0.1320802083934297,77.88058292795313,6,1,1,3,0,1,1,2,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,5,9,0.75,15.673014640489694,0.8707230355827608,68.40472779451608,10,1,0,3,1,0,4,2,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,0.0,0.0,0.0,100.0,2,0,0,1,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,0,0,0.0,0.0,0.0,100.0,1,1,0,1,0,0,0,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,3,3,0.5,2.3774437510817346,0.1320802083934297,88.28848882059837,2,1,0,2,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8,23,48,5.647058823529412,1226.1513819712188,68.11952122062327,58.262699750084565,12,1,4,2,0,11,7,2,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,5,0,1,0,0,0
6,12,17,2.75,167.59699690871406,9.310944272706337,86.57993574371795,10,1,4,4,3,7,1,1,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,1,0,0,0,1,0,0,0,3,1,0,0,0,0,0
5,6,6,1.0,15.509775004326936,0.861654166907052,95.68279777943994,10,3,1,5,0,13,1,1,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,0.0,0.0,0.0,100.0,3,0,0,1,0,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,0.0,0.0,0.0,100.0,2,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5,17,21,2.9166666666666665,250.3570990265833,13.908727723699073,67.35294256917463,6,1,2,3,1,8,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
5,6,6,1.0,15.509775004326936,0.861654166907052,97.38841645538166,9,3,1,6,0,9,1,1,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4,15,25,4.0,390.6890595608519,21.70494775338066,97.63185870255376,3,2,1,4,1,8,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,25,39,5.055555555555555,915.6136454172498,50.867424745402765,75.7538920731408,28,2,2,5,0,20,9,2,11,2,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,7,0,1,0,0,0
5,14,19,1.6363636363636365,118.37412575851823,6.57634031991768,91.84372083897655,12,3,1,4,0,22,2,4,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,1
1,5,6,1.3333333333333333,18.575424759098897,1.0319680421721609,85.28853641650139,2,0,0,1,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,3,3,0.5,2.3774437510817346,0.1320802083934297,88.42299174457497,2,1,0,2,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4,11,13,1.5,67.4589165634273,3.747717586857072,94.38695209906363,11,2,1,3,0,21,1,3,8,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1
3,10,15,5.0,249.1446071165522,13.841367062030677,91.38286085615127,12,1,1,4,2,9,4,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1
1,5,6,0.5,6.965784284662087,0.3869880158145604,85.28853641650139,1,0,0,0,0,1,2,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,21,54,4.235294117647059,1004.5488317508131,55.80826843060073,81.45363403101554,16,1,4,3,0,27,9,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,1
2,15,24,5.333333333333333,500.08199623789034,27.78233312432724,67.48778844276183,6,0,1,1,0,7,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1,5,5,1.0,11.60964047443681,0.6449800263576005,82.00171614982087,1,0,1,0,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0.0,0.0,0.0,100.0,2,0,0,2,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,11,12,1.5,62.26976913547136,3.4594316186372978,81.83377702795524,1,1,0,1,3,2,4,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,3,3,0.5,2.3774437510817346,0.1320802083934297,84.44724042799471,3,1,0,3,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2,3,3,0.5,2.3774437510817346,0.1320802083934297,84.58174335197131,2,1,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,3,3,0.5,2.3774437510817346,0.1320802083934297,84.71624627594792,2,0,0,2,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,3,3,0.5,2.3774437510817346,0.1320802083934297,88.5574946685516,1,0,1,0,0,0,0,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,8,12,2.4,86.39999999999999,4.8,90.94684030067783,13,1,1,4,1,10,2,2,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1
5,7,12,0.6666666666666666,22.458839376460833,1.2477132986922685,66.81809632313869,9,1,4,3,2,2,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
4,17,23,4.090909090909091,384.59309460855474,21.366283033808596,95.78171206401112,7,2,0,4,0,16,4,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1,3,3,0.5,2.3774437510817346,0.1320802083934297,81.99083716851001,3,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,9,15,6.25,297.1804688852168,16.51002604917871,92.54508092084679,10,1,0,2,0,4,5,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1,8,9,1.8,48.6,2.7,83.27641167936048,1,0,0,0,0,2,4,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,8,11,1.1666666666666667,38.5,2.138888888888889,66.88086676834547,10,1,3,3,2,1,0,3,8,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1
2,3,3,0.5,2.3774437510817346,0.1320802083934297,100.0,4,1,0,2,0,9,1,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5,13,27,2.7,269.76205545248564,14.986780858471425,85.32030137920309,15,1,3,3,0,17,3,2,8,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1
5,26,39,3.0952380952380953,567.4102231184605,31.522790173247806,69.91627434141883,17,1,8,4,9,10,3,2,11,0,0,0,1,0,6,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,9,13,3.2,131.8688800600002,7.326048892222234,90.69880685060537,11,0,1,5,0,5,2,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
3,3,3,0.5,2.3774437510817346,0.1320802083934297,100.0,12,1,0,3,6,1,1,2,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4,7,9,1.2,30.319433158222125,1.6844129532345624,67.82742192357686,10,1,1,5,0,3,2,3,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,8,8,1.5,36.0,2.0,71.36279278800855,7,1,1,5,0,2,1,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1
5,10,11,2.3333333333333335,85.26282110210897,4.736823394561609,66.57089483779585,10,2,0,6,0,4,1,2,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,0,0,0.0,0.0,0.0,100.0,8,1,0,2,0,1,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
4,29,54,6.857142857142857,1798.8409627672384,99.93560904262435,88.92273822659394,9,0,0,5,0,10,14,1,8,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
3,11,11,2.0,76.10749561002055,4.228194200556697,96.94432380514502,9,0,1,2,0,14,0,1,5,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
3,12,15,2.5,134.43609377704337,7.468671876502409,93.91978234104299,10,1,1,4,0,24,5,2,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5,4,6,2.0,24.0,1.3333333333333333,95.34035424805577,14,2,0,5,21,6,0,1,15,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,1
4,21,27,3.6,426.93325349409554,23.718514083005307,75.24323993159328,18,5,2,6,0,9,6,4,11,4,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,1
4,10,24,5.333333333333333,425.2067961455824,23.622599785865688,89.3796209042274,15,1,4,3,0,17,5,1,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
2,16,20,3.9,312.0,17.333333333333332,93.99340725633499,8,0,1,1,0,10,2,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,18,21,3.5,306.4894876060099,17.02719375588944,83.58342677584584,20,2,1,5,11,15,5,3,12,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,4,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,1
1,4,6,0.6666666666666666,8.0,0.4444444444444444,100.0,5,0,0,2,2,3,2,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6,20,31,3.5,468.9291982952788,26.05162212751549,65.86448753980045,7,1,3,2,0,6,1,2,5,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,2,0,0,0,3,0,0,0,0,1
13,14,33,1.8333333333333333,230.344972784485,12.796942932471389,66.78985564001722,29,1,1,3,12,16,0,2,11,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,12,21,3.5,263.494743803005,14.638596877944723,83.70717568694795,19,1,3,4,4,8,3,2,16,3,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,4,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,1
4,16,23,4.5,414.0,23.0,68.73695672388918,6,1,2,3,2,9,2,2,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2,0,0,0.0,0.0,0.0,100.0,6,1,0,3,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,9,9,1.5,42.793987519471216,2.377443751081734,97.12996553040271,7,1,1,3,0,9,2,2,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,0,0.0,0.0,0.0,100.0,9,1,0,4,5,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1
4,3,3,0.5,2.3774437510817346,0.1320802083934297,72.00374081225775,9,2,1,7,0,2,0,3,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,11,11,2.0,76.10749561002055,4.228194200556697,70.23009227399096,7,0,1,2,0,4,2,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,21,33,2.588235294117647,375.15558222792714,20.8419767904404,84.85009200457678,16,1,0,4,9,4,11,3,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,4,6,0.6666666666666666,8.0,0.4444444444444444,98.12240337310968,11,0,0,2,0,15,0,1,7,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1
7,3,9,1.5,21.396993759735608,1.188721875540867,86.49258458347694,17,3,0,4,8,4,3,2,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,3,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0
6,15,26,3.090909090909091,313.9719351379937,17.442885285444092,90.04788113238726,12,1,3,4,0,12,3,2,9,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,2,0,0,0,3,0,0,0,0,1
5,24,36,2.4,396.14076006230795,22.007820003461553,82.73726919961572,14,1,0,4,8,4,11,3,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4,19,21,4.083333333333333,364.2597842777874,20.2366546820993,84.17582118526845,21,3,1,6,0,88,4,3,14,2,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,1
5,5,5,1.0,11.60964047443681,0.6449800263576005,74.89704695387283,6,2,0,4,0,0,0,1,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,2,0,0,0,1,1,0,0,0,2,0,0,0,0,0
4,13,15,3.125,173.4581117878637,9.636561765992427,86.90266865142635,19,2,1,4,0,12,4,2,10,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,3,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,1
1,9,11,1.75,61.021056277764515,3.3900586820980285,99.8393071242032,6,0,0,2,0,10,3,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,6,6,1.0,15.509775004326936,0.861654166907052,97.70066203178888,10,1,0,4,8,4,1,2,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,6,9,3.0,69.79398751947122,3.877443751081734,73.18680209898402,6,0,0,2,0,3,2,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
3,13,21,3.111111111111111,241.762061585218,13.431225643623222,66.65940452684796,8,1,1,3,0,6,4,2,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0,0,0.0,0.0,0.0,100.0,3,1,0,3,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4,15,17,3.6666666666666665,243.52951379293097,13.52941743294061,69.7277951924218,6,1,1,4,0,4,2,2,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,9,11,2.8,97.63369004442322,5.424093891356845,97.34459348273835,9,0,0,3,0,10,2,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
3,8,8,1.5,36.0,2.0,100.0,6,2,1,3,0,10,1,1,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,1
4,6,9,1.25,29.080828133113002,1.6156015629507223,95.43022725109151,10,2,0,7,10,14,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4,12,18,3.0,193.58797503894246,10.75488750216347,85.13721991532316,12,2,1,5,0,10,2,3,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,15,20,2.3636363636363638,184.68937361058454,10.260520756143585,84.49224857351585,14,1,2,5,0,11,3,3,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1
3,9,10,1.5,47.548875021634686,2.6416041678685938,94.11279517433584,11,2,0,4,0,9,1,2,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
